    BusSpeed e2k elbrus-v5 optimized Thu Jan 20 17:56:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10652  10430  14105  15429  16518  17342
      32  14498  12096  14714  16728  16678  17433
      64  13607  10123  13348  17015  16789  17468
     128  10778   7064   6830   8108   9372  14057
     256  10134   6967   6758   8213   9343  14084
     512   7419   5203   6095   7208   8910  12830
    1024   4096   2848   4557   4947   7247   9373
    4096   2876   1938   3490   3592   5872   7019
   16384   2881   1938   3498   3587   5865   7007
   65536   1160    644   1176   1048   1885   2096
