    BusSpeed e2k elbrus-v5 optimized Thu Jan 20 17:56:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10652  11362  14105  15204  16527  25382
      32  14504  14105  13345  16460  17241  26041
      64  13647  10939  12510  16342  17334  25783
     128  11111   7175   6712   7970   9069  18798
     256  10156   6967   6417   7983   9096  18847
     512   6072   4278   5341   6302   7884  14908
    1024   4157   2867   4420   4909   6668  11575
    4096   2961   1923   3470   3599   5295   8374
   16384   2985   1921   3468   3593   5286   8353
   65536   1145    632   1246   1016   1914   2298
