    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 18:00:16 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  10434  14099  15429  16520  25373
      32  14499  12101  14707  16723  16671  26030
      64  13767  10198  13279  17021  16797  25846
     128  10861   7156   6809   8137   9385  16401
     256  10150   6964   6759   8198   9436  16442
     512   9136   6266   6616   7803   9233  15833
    1024   3804   2621   4343   4643   6983  10417
    4096   2876   1938   3486   3592   5869   8222
   16384   2887   1938   3500   3586   5862   8211
   65536   1159    643   1176   1047   1883   2223
