    BusSpeed e2k elbrus-v3 optimized Thu Jan 20 17:53:30 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10640  11361  14099  15200  16518  25384
      32  14505  14104  13361  16455  17233  26031
      64  13379  11040  12336  16333  17336  25784
     128  11074   7143   6746   7958   9069  18801
     256  10164   6964   6323   7981   9095  18856
     512  10411   7042   6519   8000   9108  18872
    1024   4348   2982   4466   5122   6906  12091
    4096   2948   1978   3464   3732   5525   8791
   16384   2950   1979   3474   3730   5522   8758
   65536   1163    642   1248   1022   1921   2289
