    BusSpeed e2k elbrus-v3 optimized Thu Jan 20 17:54:00 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10650  11362  14104  15199  16520  25376
      32  14499  14104  13280  16454  17241  26030
      64  13566  11005  12430  16325  17327  25784
     128  10930   7091   6789   7984   9069  18800
     256  10158   6967   6353   7986   9095  18852
     512  10416   7041   6344   8006   9106  18864
    1024   4207   2879   4374   5000   6795  11801
    4096   2950   1978   3443   3734   5528   8794
   16384   2950   1979   3475   3730   5521   8765
   65536   1164    642   1247   1023   1924   2288
