    BusSpeed e2k elbrus-v3 optimized Thu Jan 20 17:53:19 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  11362  14105  15205  16527  25385
      32  14504  14104  13282  16459  17241  26043
      64  13627  11077  12532  16340  17336  25785
     128  11132   7227   6727   7979   9068  18801
     256  10149   6967   6279   7993   9100  18858
     512   6572   4690   5544   6676   8142  15726
    1024   4258   3003   4494   5093   6783  11909
    4096   3077   1948   3409   3638   5278   8373
   16384   3110   1946   3407   3626   5269   8349
   65536   1143    633   1236   1014   1876   2229
