 ##########################################

   Memory Reading Speed Test e2k elbrus-v6 optimized Thu Jan 20 22:25:51 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7792  51558  29099   8355  52731  52731   4158  27174  27171
      16    8074  56985  30464   8358  57788  57785   4182  29370  29372
      32    8286  60272  31189   8380  60694  60692   4221  30610  30608
      64    8268  62045  31566   8337  62257  62262   4194  31263  31266
     128    3864  62955  31758   4720  63069  63070   4151  31607  31607
     256    3846  62895  31819   4686  63003  62999   2363  31763  31763
     512    3833  61766  31802   4547  61955  61958   2363  31710  31709
    1024    3770  57151  31333   4197  57486  57521   2363  30909  30915
    2048    3690  47214  29921   3741  47239  47231   2362  28343  28345
    4096    3652  40136  26263   3666  40246  40329   2335  25161  24987
    8192    3678  42348  27773   3646  42416  42498   2346  26433  26578

                End of test Thu Jan 20 22:26:06 2022

