    BusSpeed e2k elbrus-v2 optimized Thu Jan 20 17:51:48 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10652  11361  14104  15207  16527  25385
      32  14505  14106  13280  16460  17241  26038
      64  13413  11139  12515  16341  17337  25786
     128  11075   7202   6774   7969   9069  18802
     256  10171   6968   6407   7997   9098  18856
     512  10415   7046   6321   8005   9113  18882
    1024   5472   3919   5179   6031   7663  14269
    4096   2960   1923   3471   3598   5295   8373
   16384   2980   1922   3471   3594   5289   8357
   65536   1145    632   1246   1015   1924   2298
