 ##########################################

   Memory Reading Speed Test e2k elbrus-v6 optimized Thu Jan 20 22:23:45 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2001   1480   4213   2706   2352   4213   2047   2875   2875
      16    2009   1479   4210   2701   2348   4210   2045   2873   2873
      32    2016   1482   4232   2696   2357   4232   2053   2889   2888
      64    2015   1482   4226   2689   2356   4226   2048   2884   2885
     128    1796   1480   4220   1798   2354   4220   2044   2881   2881
     256    1704   1325   2886   1712   1983   2886   1509   1967   1966
     512    1584   1265   2628   1599   1853   2628   1366   1712   1712
    1024    1423   1191   2346   1444   1701   2346   1213   1462   1462
    2048    1334   1083   1967   1346   1488   1967   1007   1155   1155
    4096    1331   1080   1958   1343   1482   1958    999   1144   1144
    8192    1329   1084   1969   1342   1488   1969   1005   1151   1151

                End of test Thu Jan 20 22:24:02 2022

