 ##########################################

   Memory Reading Speed Test e2k elbrus-v6 optimized Thu Jan 20 22:29:01 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   53661  53438  29862  53612  54535  53436  28328  27837  27836
      16   51375  57372  30875  57260  57782  56763  30031  29752  29752
      32   60272  60346  31405  60292  60582  60127  30966  30817  30810
      64   62039  62083  31677  62054  62203  61962  31446  31375  31376
     128   62958  62982  31816  62965  63042  62923  31703  31662  31659
     256   63436  63441  31880  63435  63470  63409  31825  31806  31806
     512   61821  62772  31817  61822  62813  62809  31784  31707  31705
    1024   53166  54983  30847  53169  54976  54967  30937  30648  30649
    2048   46429  46265  29326  46432  46267  46254  29398  28665  28667
    4096   46848  46243  29277  46851  46236  46242  29650  29077  29078
    8192   41659  41298  26895  41690  41309  41297  26706  26245  26249

                End of test Thu Jan 20 22:29:16 2022

