    BusSpeed e2k elbrus-v5 optimized Thu Jan 20 17:58:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  11360  14104  15206  16526  25385
      32  14504  14104  13280  16460  17240  26042
      64  13618  11116  12456  16343  17335  25788
     128  11156   7154   6755   7982   9067  18801
     256  10160   6968   6406   7995   9098  18857
     512   8979   6460   6365   7928   9059  18647
    1024   4281   3026   4536   5144   6833  12042
    4096   3091   1948   3405   3639   5279   8373
   16384   3108   1948   3409   3632   5273   8360
   65536   1143    633   1236   1014   1874   2224
