    BusSpeed e2k elbrus-v5 optimized Thu Jan 20 17:57:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10646  11357  14099  15204  16526  25385
      32  14505  14099  13313  16453  17233  26037
      64  13443  10983  12411  16333  17337  25774
     128  11123   7161   6820   7965   9065  18793
     256  10153   6964   6392   7984   9098  18848
     512   8303   5713   5933   7323   8653  17280
    1024   4168   2873   4400   5055   6845  11930
    4096   2948   1978   3454   3732   5525   8790
   16384   2949   1978   3473   3728   5521   8753
   65536   1165    642   1246   1021   1904   2288
