 ##########################################

   Memory Reading Speed Test e2k elbrus-v6 optimized Thu Jan 20 22:27:34 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   52206  53079  29867  53693  54261  53437  28329  27832  27837
      16   56260  57169  30876  57262  57675  56757  30031  29755  29754
      32   59729  60120  31404  60291  60512  60124  30966  30817  30814
      64   61736  61956  31679  62038  62172  61960  31451  31373  31373
     128   62811  62923  31816  62976  63028  62916  31701  31662  31662
     256   63354  63412  31884  63434  63470  63408  31827  31807  31809
     512   61304  61138  31702  59438  61165  61140  31676  31592  31592
    1024   56859  56478  31295  55024  56492  56475  31274  31061  31063
    2048   47094  46945  30099  46860  46937  46938  29031  28549  28549
    4096   41752  41706  27308  41693  41751  41741  26717  26343  26347
    8192   41317  41031  26752  41255  41031  41075  26350  26090  26058

                End of test Thu Jan 20 22:27:49 2022

