 ##########################################

   Memory Reading Speed Test e2k elbrus-v4 optimized Thu Jan 20 22:20:13 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   53643  53435  29859  53690  54534  53437  28328  27834  27834
      16   51372  57373  30875  57265  57784  56757  30031  29753  29754
      32   60321  60351  31405  60279  60580  60122  30966  30815  30815
      64   62031  62076  31675  62065  62200  61959  31452  31373  31375
     128   62960  62985  31817  62972  63044  62924  31702  31661  31660
     256   63431  63443  31886  63432  63470  63400  31828  31809  31808
     512   61809  62725  31785  61809  62732  62706  31791  31667  31670
    1024   56575  58513  31345  56592  58536  58535  31536  31214  31218
    2048   45963  45570  29207  45966  45574  45567  29574  28899  28898
    4096   46451  45602  29294  46445  45600  45609  29846  29258  29260
    8192   41468  40957  26818  41507  41034  41043  26414  26298  26266

                End of test Thu Jan 20 22:20:27 2022

