    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 18:01:17 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10652  10433  14103  15436  16527  25386
      32  14504  12102  14713  16729  16677  26040
      64  13625  10174  13359  17021  16806  25855
     128  10961   7267   6821   8110   9258  16403
     256  10161   6967   6796   8139   9223  16446
     512   8452   5716   6328   7475   9010  15262
    1024   3781   2531   4226   4615   6757  10006
    4096   3001   1958   3530   3778   5813   8194
   16384   3046   1958   3523   3765   5811   8182
   65536   1185    647   1198   1079   1896   2228
