    BusSpeed e2k elbrus-v5 optimized Thu Jan 20 17:58:14 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10645  10430  14098  15436  16527  25385
      32  14503  12097  14706  16723  16672  26042
      64  13446  10077  13359  17015  16793  25855
     128  10721   7135   6770   8070   9333  16397
     256  10159   6967   6814   8022   9429  16439
     512   6518   4977   6019   7024   8779  14629
    1024   4081   2826   4532   4956   7265  10998
    4096   2875   1939   3470   3590   5869   8222
   16384   2883   1940   3500   3586   5866   8219
   65536   1158    643   1176   1047   1884   2223
