    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 17:59:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  10434  14104  15434  16526  17348
      32  14504  12101  14713  16727  16678  17433
      64  13733  10149  13364  17021  16797  17466
     128  10980   7089   6785   8129   9408  14056
     256  10164   6967   6826   8212   9681  14091
     512   8069   5664   6365   7518   9088  13234
    1024   3925   2659   4349   4614   6909   8798
    4096   2955   1856   3388   3432   5671   6736
   16384   2980   1857   3382   3424   5666   6721
   65536   1137    635   1170   1016   1832   2092
