 ##########################################

   Memory Reading Speed Test e2k elbrus-v6 optimized Thu Jan 20 22:28:18 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7385  51557  29104   8355  52729  52732   4115  27168  27173
      16    7389  57053  30463   8340  57785  57781   4208  29372  29370
      32    7428  60265  31193   8398  60694  60695   4234  30608  30608
      64    7379  62052  31569   8337  62263  62257   4196  31268  31264
     128    4397  62967  31761   4721  63074  63078   4153  31607  31607
     256    4399  63433  31857   4723  63481  63484   2363  31779  31780
     512    4304  62421  31824   4608  62580  62584   2364  31751  31749
    1024    4111  57563  31388   4238  57786  57794   2363  30972  30976
    2048    3812  46162  29886   3692  46169  46162   2362  28235  28235
    4096    3840  46101  30125   3649  46111  46105   2363  28665  28665
    8192    3800  42339  27726   3650  42393  42468   2346  26527  26410

                End of test Thu Jan 20 22:28:32 2022

