    BusSpeed e2k elbrus-v2 optimized Thu Jan 20 17:51:58 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  11361  14104  15200  16521  25373
      32  14499  14104  13194  16460  17240  26030
      64  13497  11001  12405  16334  17329  25784
     128  10974   7152   6871   7980   9068  18800
     256  10162   6967   6309   7991   9094  18844
     512  10415   7042   6486   8007   9108  18871
    1024   5563   3749   5006   5895   7571  13902
    4096   2948   1978   3449   3733   5526   8789
   16384   2950   1979   3474   3729   5523   8766
   65536   1165    642   1247   1022   1907   2287
