    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 18:01:37 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10646  11352  14098  15204  16524  25382
      32  14503  14103  13279  16456  17233  26035
      64  13551  11111  12464  16341  17336  25785
     128  11058   7161   6683   7967   9068  18801
     256  10153   6968   6470   8001   9098  18851
     512  10416   7039   6497   7997   9111  18875
    1024   6068   4188   5373   6300   7860  14004
    4096   3025   1904   3524   3570   5236   8364
   16384   3004   1903   3522   3563   5227   8338
   65536   1154    656   1280   1079   1984   2400
