    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 17:59:15 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  10434  14104  15434  16525  17349
      32  14505  12102  14713  16730  16679  17433
      64  13280  10154  13353  17022  16803  17465
     128  10919   7121   6800   8135   9431  14056
     256  10160   6967   6761   8242   9616  14089
     512   7867   5432   6207   7333   8934  12876
    1024   3822   2516   4223   4618   6768   8569
    4096   3003   1958   3533   3778   5812   7011
   16384   3039   1957   3529   3767   5811   6990
   65536   1183    647   1198   1078   1894   2098
