    BusSpeed e2k elbrus-v4 optimized Thu Jan 20 17:55:21 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  11362  14103  15204  16528  25387
      32  14505  14104  13280  16460  17242  26041
      64  13969  11032  12486  16343  17336  25784
     128  11237   7135   6840   7981   9068  18801
     256   9192   6967   6321   7992   9098  18856
     512   6719   5235   5816   7215   8574  16994
    1024   3855   2639   4267   4670   6431  10980
    4096   2962   1923   3472   3598   5294   8374
   16384   2985   1922   3470   3593   5286   8354
   65536   1141    631   1244   1015   1926   2298
