    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 18:00:56 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  11362  14104  15206  16527  25386
      32  14503  14103  13281  16459  17239  26041
      64  13629  11089  12467  16340  17335  25786
     128  11159   7218   6801   7980   9068  18801
     256  10162   6967   6323   7992   9099  18856
     512   6193   4386   5346   6415   7976  15107
    1024   3775   2574   4088   4619   6385  10758
    4096   2989   1899   3344   3637   5320   8325
   16384   2964   1899   3342   3632   5319   8308
   65536   1139    631   1241   1014   1871   2229
