    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 18:00:46 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10650  11362  14104  15206  16526  25384
      32  14504  14104  13280  16461  17240  26040
      64  13491  11089  12471  16342  17337  25782
     128  11193   7201   6696   7994   9069  18799
     256  10162   6967   6313   7992   9098  18857
     512   7438   5176   5735   6968   8371  16423
    1024   3877   2733   4291   4812   6517  11244
    4096   3090   1949   3407   3639   5278   8374
   16384   3110   1948   3409   3632   5272   8355
   65536   1144    633   1236   1015   1878   2228
