    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 17:59:35 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10652  11362  14105  15204  16525  25384
      32  14503  14105  13279  16459  17239  26040
      64  13691  11202  12525  16337  17336  25784
     128  10937   7138   6755   7979   9065  18795
     256   7930   5601   5993   7259   8629  17177
     512   9075   6272   6145   7621   8870  17994
    1024   5156   3573   4914   5658   7426  13390
    4096   3050   1900   3374   3494   5371   8325
   16384   3041   1897   3380   3484   5365   8299
   65536   1158    636   1247   1015   1919   2287
