    BusSpeed e2k elbrus-v2 optimized Thu Jan 20 17:51:38 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10650  11363  14105  15201  16521  17302
      32  14499  14099  13193  16461  17240  17696
      64  13335  11063  12443  16343  17331  17632
     128  11084   7110   6715   7968   9066  12687
     256  10153   6964   6293   7983   9095  12713
     512  10416   7043   6457   8005   9108  12719
    1024   7155   4976   5642   6872   8328  11430
    4096   2948   1978   3450   3731   5526   7098
   16384   2950   1979   3475   3727   5521   7045
   65536   1167    642   1248   1022   1899   2097
