 ##########################################

   Memory Reading Speed Test e2k elbrus-v2 optimized Thu Jan 20 22:13:24 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    2002   1480   4213   2706   2351   4213   2047   2875   2875
      16    2009   1483   4237   2697   2359   4236   2054   2890   2890
      32    2018   1484   4245   2699   2362   4245   2058   2897   2897
      64    2016   1483   4233   2689   2359   4233   2050   2889   2889
     128    1796   1481   4223   1798   2355   4223   2044   2882   2883
     256    1682   1305   2796   1691   1938   2795   1458   1872   1872
     512    1537   1271   2656   1552   1867   2657   1381   1737   1737
    1024    1411   1200   2385   1429   1722   2386   1234   1493   1494
    2048    1330   1090   1993   1343   1502   1993   1020   1170   1170
    4096    1327   1081   1959   1339   1482   1959   1000   1141   1141
    8192    1324   1083   1966   1338   1486   1966   1001   1144   1144

                End of test Thu Jan 20 22:13:42 2022

