    BusSpeed e2k elbrus-v4 optimized Thu Jan 20 17:55:52 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10652  11363  14104  15206  16527  25385
      32  14505  14102  13366  16461  17240  26042
      64  13634  11089  12522  16340  17335  25785
     128  11140   7111   6725   7965   9068  18801
     256  10159   6966   6418   8003   9098  18854
     512   9007   6245   6150   7621   8854  17986
    1024   3919   2700   4298   4721   6483  11110
    4096   2960   1923   3466   3599   5294   8373
   16384   2984   1922   3471   3594   5288   8357
   65536   1145    631   1245   1016   1906   2297
