    BusSpeed e2k elbrus-v6 optimized Thu Jan 20 18:02:08 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  10434  14104  15435  16524  25385
      32  14506  12102  14713  16728  16678  26041
      64  13665  10136  13320  17020  16800  25877
     128  10863   7146   6775   8116   9462  16410
     256  10158   6968   6758   8170   9360  16450
     512   7982   5534   6309   7372   8975  15159
    1024   3827   2621   4330   4629   6933  10279
    4096   2976   1856   3383   3431   5670   7816
   16384   2979   1857   3377   3420   5664   7806
   65536   1134    634   1171   1016   1832   2148
