    BusSpeed e2k elbrus-v5 optimized Thu Jan 20 17:57:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10652  10433  14103  15435  16527  25384
      32  14504  12102  14713  16728  16678  26039
      64  13517  10209  13366  17021  16804  25855
     128  10884   7149   6806   8096   9310  16402
     256   8606   6032   6385   7742   9129  15618
     512   6141   4317   5545   6509   8336  13414
    1024   3872   2577   4136   4652   6736   9761
    4096   2917   1953   3387   3739   5755   7857
   16384   2952   1955   3389   3730   5751   7854
   65536   1171    640   1175   1048   1860   2225
