    BusSpeed e2k elbrus-v4 optimized Thu Jan 20 17:54:30 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  11362  14097  15199  16520  17306
      32  14499  14104  13457  16461  17241  17690
      64  13372  11054  12355  16332  17329  17632
     128  11153   7094   6777   7975   9065  12686
     256  10169   6964   6412   7986   9094  12714
     512   9240   6460   6325   7920   9057  12649
    1024   4137   2879   4413   5072   6863   9127
    4096   2949   1979   3444   3731   5525   7094
   16384   2950   1979   3477   3728   5521   7065
   65536   1165    641   1247   1022   1927   2097
