    BusSpeed e2k elbrus-v4 optimized Thu Jan 20 17:55:42 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  10651  10434  14106  15424  16520  25375
      32  14498  12101  14713  16723  16678  26032
      64  13825  10144  13340  17015  16796  25865
     128  10848   7134   6788   8014   9376  16394
     256  10160   6963   6853   8256   9215  16445
     512   8272   5738   6287   7422   9029  15266
    1024   4160   2897   4596   4987   7300  11076
    4096   2876   1938   3486   3592   5870   8222
   16384   2881   1939   3500   3588   5867   8217
   65536   1161    644   1177   1048   1885   2224
