    BusSpeed loongarch64 loongarch64 optimized Mon Dec 12 16:07:11 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16  11028  10178  11802  12024  12064  12085
      32  12312  11283  11832  12064  12084  12064
      64   8413   8248  11581  11738  11662  11853
     128   3457   3468   5748   8691   8780   9918
     256   3452   3469   5794   8708   8787   9923
     512   1709   1706   3922   6440   7747   9858
    1024   1676   1671   3837   6222   7540   9835
    4096   1622   1622   3738   6207   7751  10028
   16384   1632   1633   3775   6380   7970  10186
   65536    406    409    809   1752   2918   4947
