 ##########################################

   Memory Reading Speed Test loongarch64 loongarch64 optimized Mon Dec 12 16:22:26 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8   24544   4882   5275  24229  23205  23289  17210  13743  13067
      16   23204   4882   5276  23042  23338  23378  17433  13490  13317
      32   22250   4868   5260  22394  23397  23416  17500  13238  13250
      64   22662   4860   5251  22074  23419  23431  17544  13115  13137
     128   14757   4774   5015  16764  13087  17051  10048   8156   7712
     256   14745   4773   5012  16724  13089  17054  10050   8129   7676
     512   14571   4656   5106  15134  14165  17926   9867   7923   8000
    1024   14446   4659   5112  15158  14168  17930   9892   7971   7987
    2048   14418   4668   5113  15351  14191  18149   9992   7967   8006
    4096   14468   4683   5124  15393  14239  18237   9950   7950   8027
    8192   14172   4707   5147  15615  14301  18325  10194   7946   8031

                End of test Mon Dec 12 16:22:43 2022

