 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 01:35:45 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7610   8006   7087   7618   8460   7090   6544   3723   6187
      16    7604   7959   7102   7635   8466   7097   6766   3715   6235
      32    4538   5164   4546   3993   5178   5311   7391   3893   6319
      64    5074   5080   4912   4922   5362   5483   6370   3657   5903
     128    4770   5160   5545   5065   5257   5431   6438   3606   5967
     256    4858   5355   5559   4948   5510   5241   6321   3538   6017
     512    4925   5706   5845   4809   5808   5285   6306   3535   6060
    1024    4791   5490   5627   4938   5562   5267   6322   3539   6060
    2048    4057   5251   5391   4080   5409   5178   6309   3542   6057
    4096    3057   4925   5039   2974   5090   4837   4267   3455   4121
    8192    3013   2951   5108   2947   4261   4669   3379   3265   3317

                End of test Sun Sep  4 01:36:01 2022

