    BusSpeed riscv64 rv64g-c910 optimized Sat Sep  3 22:27:25 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3246   3317   3604   4183   4160   4542
      32   1365   1589   1998   3072   3604   4045
      64    523    762   1248   1822   2681   3279
     128    354    498    888   1289   2183   2793
     256    353    494    891   1288   2192   2794
     512    356    498    882   1287   2194   2794
    1024    356    498    890   1288   2193   2795
    4096    139    233    390    759   1666   2708
   16384    132    232    385    733   1614   2649
   65536    132    234    388    735   1618   2652
