    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:34:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3297   3314   3593   3810   4437   4449
      32   3508   3532   3667   3790   4455   4456
      64    512    697   1216   1620   2653   3142
     128    369    517    924   1286   2244   2779
     256    357    504    910   1260   2275   2763
     512    359    504    910   1261   2276   2764
    1024    360    501    912   1262   2275   2762
    4096    136    224    394    765   1604   2680
   16384    137    222    389    746   1557   2642
   65536    138    224    390    747   1565   2648
