    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:35:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3249   3318   3601   4173   4148   4521
      32   1815   2040   2495   3583   3942   4303
      64    513    671   1172   1693   2553   3172
     128    375    536    924   1364   2234   2847
     256    357    506    884   1295   2188   2787
     512    360    511    887   1298   2192   2796
    1024    361    512    885   1299   2193   2791
    4096    137    227    392    771   1656   2707
   16384    135    227    386    741   1605   2656
   65536    135    230    388    744   1614   2661
