 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 01:30:13 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7601   7495   6790   7608   7503   6779   6340   2897   6526
      16    7610   7500   6823   7609   7508   6785   6735   2954   6557
      32    5893   6744   5931   5927   6990   5705   6857   3062   6928
      64    4759   6065   5507   4736   6405   4361   7224   2913   7273
     128    4444   5606   4927   4348   5526   3498   6306   3043   6232
     256    4495   5197   4837   4538   5215   3405   6235   3031   5983
     512    4675   5657   4885   4808   5650   3341   6263   3028   6155
    1024    4791   5675   4890   4912   5689   3348   6252   3026   6236
    2048    3266   5118   4598   3428   5013   1528   6250   3020   6235
    4096    2086   4270   4317   2076   4332   1177   4688   2959   4665
    8192    2077   3702   4391   2062   4055   1203   3361   2839   3356

                End of test Sun Sep  4 01:30:30 2022

