    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:34:53 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3262   3310   3608   4180   4157   4543
      32   3488   3533   3557   4161   4176   4552
      64    683    925   1388   1951   2787   3400
     128    357    510    883   1278   2192   2800
     256    357    507    901   1280   2195   2805
     512    361    511    895   1274   2195   2805
    1024    361    510    896   1276   2192   2803
    4096    140    230    392    766   1651   2707
   16384    140    228    386    737   1606   2658
   65536    140    230    388    742   1619   2665
