    BusSpeed riscv64 rv64g-c910 optimized Sat Sep  3 22:27:05 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3324   3332   3612   3839   4454   4458
      32   3522   3545   3692   3817   4472   4466
      64    566    784   1267   1703   2723   3228
     128    351    501    890   1261   2248   2770
     256    352    495    900   1261   2251   2767
     512    355    496    896   1261   2253   2768
    1024    355    499    899   1262   2255   2768
    4096    132    234    401    761   1563   2683
   16384    132    231    396    747   1512   2656
   65536    133    233    397    749   1510   2661
