    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:32:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3252   3316   3604   4172   4150   4534
      32   3488   3528   3555   4153   4166   4544
      64    497    710   1170   1665   2506   3176
     128    363    544    941   1355   2241   2854
     256    346    509    892   1302   2194   2805
     512    351    512    890   1301   2195   2805
    1024    349    512    883   1300   2195   2805
    4096    133    228    393    771   1656   2706
   16384    136    229    387    741   1604   2652
   65536    134    232    388    743   1609   2655
