 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 01:37:05 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7622   7867   6117   7622   7627   6117   6335   3425   5927
      16    7631   7889   6124   7626   7646   6122   6666   3546   6152
      32    6336   5833   5771   6320   5750   4395   6914   3600   6238
      64    5859   4947   4590   5778   4751   3608   7345   3706   6426
     128    5117   3836   5161   4769   3556   3762   6916   3583   6031
     256    5279   3957   4759   4942   3559   4143   6313   3429   5877
     512    5257   3993   4821   5053   3621   4991   6310   3416   5981
    1024    5166   3939   5501   4987   3559   4956   6325   3420   6004
    2048    4228   1745   4462   4129   1482   4271   6320   3415   5521
    4096    3080   1349   3833   3073   1112   1915   4624   3372   4140
    8192    3023   1398   3827   3013   1182    958   3428   3211   3357

                End of test Sun Sep  4 01:37:21 2022

