    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:30:14 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3135   3327   3588   3809   4438   4445
      32   3522   3546   3665   3790   4456   4457
      64    520    764   1247   1743   2655   3210
     128    351    499    887   1259   2217   2773
     256    353    491    897   1260   2224   2774
     512    354    499    899   1259   2228   2774
    1024    355    500    899   1261   2229   2773
    4096    132    234    400    761   1524   2680
   16384    132    231    396    744   1491   2651
   65536    133    233    397    748   1495   2645
