    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:34:13 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3269   3312   3608   4176   4160   4543
      32   3483   3536   3557   4164   4172   4552
      64    660    932   1466   2141   2917   3493
     128    372    526    899   1318   2211   2807
     256    359    508    895   1276   2193   2805
     512    363    511    898   1277   2193   2806
    1024    363    511    899   1278   2194   2802
    4096    139    230    392    766   1654   2704
   16384    140    228    386    736   1601   2650
   65536    140    230    387    741   1608   2650
