    BusSpeed riscv64 rv64g-c910 optimized Sat Sep  3 22:26:26 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3238   3307   3590   4180   4152   4528
      32   3467   3523   3524   4163   4172   4534
      64    833   1192   1646   2301   3088   3640
     128    368    520    909   1351   2235   2852
     256    352    494    882   1286   2191   2792
     512    354    499    879   1284   2186   2788
    1024    325    463    811   1235   2107   2778
    4096    142    232    388    757   1664   2702
   16384    133    231    384    730   1608   2644
   65536    132    233    389    732   1616   2650
