    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:36:03 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    813   1135   2415   3585   3750   4073
      32   1143   1469   1953   2586   3248   3756
      64    628    880   1417   2059   2868   3446
     128    361    509    887   1281   2194   2806
     256    359    506    892   1274   2190   2801
     512    360    511    896   1276   2192   2799
    1024    362    510    896   1277   2194   2804
    4096    140    230    390    766   1656   2701
   16384    140    228    387    737   1606   2652
   65536    141    230    388    743   1613   2653
