 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 01:32:52 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7611   4239   4239   7616   4243   4239   6370   3584   3537
      16    7632   4241   4244   7630   4241   4243   6496   3777   3730
      32    7636   4180   4245   7622   4177   4147   6470   3636   3619
      64    5768   3407   3184   5732   3335   3468   7169   3858   3738
     128    4766   3159   3121   4785   3116   3337   5742   3381   3379
     256    4689   3232   3164   4693   2973   3302   6319   3543   3546
     512    4649   3146   3196   4587   3003   3361   6309   3536   3534
    1024    4642   3151   3210   4580   3022   3344   6326   3541   3538
    2048    3840   2940   3044   3834   2702   3108   6314   3541   3540
    4096    3046   2863   2862   3043    974   2892   4407   3473   3479
    8192    3027   2893   2789   3027   1731   2918   3478   3281   3291

                End of test Sun Sep  4 01:33:07 2022

