    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:31:34 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3268   3327   3612   4183   4160   4545
      32   3492   3532   3558   4166   4174   4552
      64    480    670   1095   1603   2479   3119
     128    362    520    897   1322   2207   2816
     256    353    500    889   1291   2184   2795
     512    354    504    882   1292   2184   2791
    1024    354    503    887   1292   2185   2794
    4096    129    235    395    763   1669   2708
   16384    129    233    389    736   1612   2651
   65536    130    235    391    736   1617   2655
