    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:36:33 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3042   3336   3595   3806   4438   4448
      32   3353   3543   3667   3784   4453   4457
      64    648    863   1435   1885   2921   3406
     128    375    530    934   1310   2263   2802
     256    358    499    912   1260   2272   2766
     512    359    506    910   1259   2276   2765
    1024    360    503    913   1261   2274   2764
    4096    136    224    394    767   1600   2669
   16384    138    222    389    745   1558   2636
   65536    138    224    390    745   1568   2643
