    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:31:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3051   3315   3579   3804   4431   4448
      32   3361   3535   3663   3786   4452   4456
      64    571    821   1348   1857   2723   3296
     128    357    513    901   1278   2035   2766
     256    356    510    899   1265   2037   2767
     512    355    513    897   1264   2031   2767
    1024    356    514    906   1265   2035   2768
    4096    133    230    401    759   1535   2679
   16384    135    227    395    742   1502   2644
   65536    136    228    396    744   1507   2645
