    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:28:25 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    626    809   1313   1842   2712   3248
      32   1065   1326   1904   2445   3347   3729
      64    681    877   1449   1912   2894   3402
     128    378    519    945   1315   2223   2818
     256    352    498    908   1260   2218   2770
     512    354    498    906   1260   2218   2770
    1024    355    501    908   1260   2218   2770
    4096    132    234    401    766   1542   2678
   16384    132    231    396    750   1506   2649
   65536    133    233    396    749   1512   2650
