 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 01:24:51 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7595   7886   8476   7604   8016   7270   6314   2898   6351
      16    7588   7897   8488   7592   8034   7274   6426   2953   6966
      32    7484   7899   8484   7490   8037   7274   6530   3001   6887
      64    4547   6893   7470   4539   5818   6243   6081   2987   5166
     128    3267   5888   6519   3220   5471   5688   6571   3146   4819
     256    3147   5563   6621   3124   5628   5255   6148   3027   3215
     512    3099   5436   6494   3049   5773   5185   6183   3023   3026
    1024    2417   5652   6521   2402   5727   5436   6214   3028   3028
    2048    1295   5516   6289   1276   5460   5322   5960   3012   2458
    4096     754   5235   5782    752   4751   4616   4415   2940   1165
    8192     770   5296   5664    766   4672   4960   3494   2834   1030

                End of test Sun Sep  4 01:25:07 2022

