 ##########################################

   Memory Reading Speed Test riscv64 rv64g-c910 optimized Sun Sep  4 01:24:35 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7584   7621   5928   7602   7752   6349   6369   2926   6406
      16    7610   7624   5908   7607   7693   6371   6387   2948   6606
      32    7536   7624   5877   7536   7723   6373   6407   3018   6855
      64    4423   6172   4160   4313   6118   5808   7527   3311   7513
     128    3332   5812   3834   3310   5378   5662   6090   2998   5584
     256    3200   5826   5001   3180   5385   5810   6203   3020   6046
     512    3128   5821   4970   3123   5288   5633   6208   3022   6187
    1024    3127   5777   5084   3124   5361   5793   6204   3023   6203
    2048    1210   5406   4812   1190   5317   5656   6216   3022   6213
    4096     769   4830   3485    775   5032   5221   4585   2949   4186
    8192     780   4735   4196    777   5011   5253   3428   2839   3014

                End of test Sun Sep  4 01:24:51 2022

