 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 01:30:46 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7598   7497   7142   7607   7505   6353   6493   2934   6837
      16    7607   7499   7041   7606   7506   6247   7189   3048   6884
      32    7591   7499   7103   7586   7503   6298   7054   3044   6858
      64    4847   6815   6081   5665   4884   6031   6338   2977   5881
     128    4309   5574   5596   4855   4004   5035   5941   2975   5694
     256    3754   5108   5647   4615   4245   4762   6230   3028   6149
     512    4098   5241   5522   4743   4323   4943   6256   3019   6222
    1024    4280   5524   5485   4923   4406   5164   6256   3025   6281
    2048    3102   5304   5304   4038   2352   5102   6244   3021   6238
    4096    1887   4909   4636   2327   1506   4918   4645   2960   4629
    8192    1858   4012   4596   2243    916   4909   3507   2847   3512

                End of test Sun Sep  4 01:31:02 2022

