    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:27:45 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3233   3305   3593   4181   4158   4545
      32   1068   1377   1937   2604   3216   3860
      64    540    765   1222   1732   2610   3230
     128    352    486    879   1283   2178   2797
     256    353    485    880   1283   2176   2795
     512    354    490    883   1298   2177   2796
    1024    355    490    887   1300   2179   2796
    4096    128    238    395    763   1671   2709
   16384    130    234    388    733   1613   2648
   65536    130    235    391    738   1623   2659
