    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:35:43 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3274   3319   3610   4185   4158   4544
      32    773   1012   1587   2266   2993   3571
      64    597    809   1380   1986   2800   3405
     128    379    531    920   1332   2237   2846
     256    359    508    886   1274   2191   2801
     512    361    510    895   1277   2193   2798
    1024    361    511    892   1278   2194   2804
    4096    140    230    391    771   1656   2708
   16384    140    228    386    742   1605   2658
   65536    140    230    387    745   1618   2662
