 ##########################################

   Memory Reading Speed Test riscv64 rv64g optimized Sun Sep  4 01:37:21 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7623   7866   6115   7632   7619   6117   6398   3404   5944
      16    7634   7893   6123   7634   7648   6125   6400   3396   6063
      32    7634   7901   6125   7637   7650   6124   7315   3676   6216
      64    5778   5005   4982   5404   4802   3919   6294   3492   6020
     128    4613   3704   4289   4381   3541   3410   6575   3494   5917
     256    5068   3875   5327   4806   3490   4059   6275   3404   6010
     512    5056   3866   5370   4835   3544   4952   6311   3416   6018
    1024    4861   3807   5118   4712   3536   4070   6321   3419   6030
    2048    4130   1831   4878   4026   1523   3276   6312   3421   5647
    4096    3100   1308   4508   3082   1125   1911   4401   3366   1596
    8192    3092   1394   3338   3112   1207   1053   3397   3217   3295

                End of test Sun Sep  4 01:37:38 2022

