    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:32:23 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3255   3314   3604   4171   4151   4534
      32   3490   3530   3555   4153   4166   4544
      64    492    687   1185   1710   2590   3209
     128    370    521    933   1355   2221   2856
     256    346    509    887   1304   2197   2808
     512    349    511    885   1300   2195   2806
    1024    348    511    883   1300   2195   2806
    4096    134    228    394    772   1658   2704
   16384    134    229    386    742   1608   2657
   65536    134    231    388    743   1611   2661
