 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 01:31:49 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7561   7497   7144   7607   7499   6355   6382   2918   6345
      16    7576   7500   7161   7610   7494   6369   6443   2926   6377
      32    5828   7075   6750   6296   7111   6050   4956   2614   4583
      64    4857   6665   5730   5822   4784   5917   5909   2882   5663
     128    4411   6227   5618   5177   3932   5687   5979   2949   5711
     256    3944   5953   5760   5051   4543   5377   6229   3023   6116
     512    4173   5624   5540   4899   4438   5129   6257   3023   6216
    1024    4364   5457   5481   4871   4371   5057   6269   3025   6284
    2048    3024   4998   5170   3893   2288   4930   6002   3016   5949
    4096    1870   4350   4576   2323   1409   4808   4463   2956   4466
    8192    1842   4515   4724   2240    916   4881   3467   2855   3464

                End of test Sun Sep  4 01:32:05 2022

