    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:30:44 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    833   1101   2397   3363   3721   4238
      32   1007   1341   1803   2566   3243   3855
      64    368    528    923   1353   2232   2860
     128    373    516    922   1357   2231   2862
     256    352    502    870   1301   2178   2794
     512    353    505    876   1303   2176   2794
    1024    354    504    872   1303   2176   2795
    4096    130    238    396    765   1674   2709
   16384    131    233    387    732   1603   2644
   65536    131    235    388    735   1618   2641
