    BusSpeed riscv64 rv64g optimized Sat Sep  3 22:32:33 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16    577    769   1693   2302   3218   3616
      32    534    729   1151   1665   2653   3133
      64    420    578   1046   1431   2410   2935
     128    404    567    999   1385   2373   2904
     256    357    500    906   1261   2220   2760
     512    361    503    913   1262   2222   2761
    1024    359    504    913   1261   2226   2761
    4096    140    221    384    762   1591   2678
   16384    139    223    384    749   1553   2645
   65536    138    226    386    750   1559   2648
