 ##########################################

   Memory Reading Speed Test riscv64 rv64g-opt optimized Sun Sep  4 01:27:32 2022
                 Copyright (C) 2013, Roy Longbottom

  Memory   x[m]=x[m]+s*y[m] Int  x[m]=x[m]+y[m]         x[m]=y[m]
  KBytes    Dble   Sngl  Int32   Dble   Sngl  Int32   Dble   Sngl  Int32
    Used    MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S   MB/S

       8    7592   7494   6348   7601   7500   6994   6359   2909   6356
      16    7610   7497   6367   7610   7496   7055   6731   2991   6747
      32    7590   7499   6375   7586   7503   7146   6614   3019   6860
      64    6008   6907   4821   5751   6976   6374   7414   3117   7127
     128    4891   5946   3427   4688   6093   5847   6749   3154   6517
     256    4628   5560   3399   4677   5547   5364   6241   3021   6146
     512    4739   5514   3419   4693   5527   5358   6257   3021   6197
    1024    4654   5330   3469   4641   5352   5240   6269   3026   6210
    2048    3789   5124   1949   3574   5114   5055   6267   3020   6215
    4096    2241   4426   1988   2108   4722   4357   4417   2956   4423
    8192    2159   3703   3103   2044   4603   4833   3450   2833   3446

                End of test Sun Sep  4 01:27:48 2022

