    BusSpeed riscv64 rv64g-opt optimized Sat Sep  3 22:30:04 2022
       Copyright (C) 2013, Roy Longbottom

    Reading Speed 4 Byte Words in MBytes/Second
  Memory  Inc32  Inc16   Inc8   Inc4   Inc2   Read
  KBytes  Words  Words  Words  Words  Words    All

      16   3103   3316   3604   4177   4159   4543
      32   1346   1519   2013   3012   3631   4160
      64    652    933   1385   1998   2839   3433
     128    360    516    889   1324   2220   2844
     256    350    501    888   1290   2185   2797
     512    354    503    881   1292   2185   2796
    1024    354    504    886   1292   2184   2796
    4096    128    234    394    762   1663   2705
   16384    129    232    389    730   1613   2651
   65536    130    234    391    730   1619   2657
